REGION V,07DCC0033B,JUSTICIA SOCIAL,24,CHANAL,8,SIBERIA,SIBERIA,0,7,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0034A,15 DE SEPTIEMBRE,38,HUIXTAN,3,CARMEN YALCHUCH,CARMEN YALCHUCH,0,8,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0035Z,MIGUEL HIDALGO Y COSTILLA,24,CHANAL,1,CHANAL,BARRIO NUEVO,0,7,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0037Y,JUAN ESCUTIA,93,TENEJAPA,15,MATZAM,MATZAM,0,5,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIII,07DCC0041K,FRANCISCO VILLA,65,PALENQUE,1361,JERICO,JERICO,0,253,12,8,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIII,07DCC0042J,TIERRA Y LIBERTAD,65,PALENQUE,1344,NUEVO MEXICO,NUEVO MEXICO,0,253,12,8,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0044H,LIBERTADORES DE AMERICA,13,BOCHIL,56,POMILO,POMILO,0,8,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0045G,SOR JUANA INES DE LA CRUZ,72,PUEBLO NUEVO SOLISTAHUACAN,54,RINCON CHAMULA,RINCON CHAMULA,0,10,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0048D,LUZ DEL SABER,49,LARRAINZAR,24,MAJOVAL,MAJOVAL,0,207,2,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION II,07DCC0049C,JUSTICIA SOCIAL,61,OCOZOCOAUTLA DE ESPINOSA,526,ABSALON CASTELLANOS DOMINGUEZ,ABSALON CASTELLANOS DOMINGUEZ,0,803,8,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0053P,ADOLFO LOPEZ MATEOS,14,EL BOSQUE,4,LOS ANGELES,LOS ANGELES,0,207,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0054O,JOSE MARTI,22,CHALCHIHUITAN,3,CHIQUINSHULUM,CHIQUINSHULUM,0,19,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0056M,MIGUEL HIDALGO Y COSTILLA,22,CHALCHIHUITAN,8,SACLUM,SACLUM,0,19,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0060Z,LUZ EN LA MONTAÑA,81,SIMOJOVEL,50,CHAPAYAL,CHAPAYAL,0,11,16,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0062X,MANUEL ACUÑA,23,CHAMULA,48,POZUELOS,POZUELOS,0,49,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XV,07DCC0063W,IGNACIO MANUEL ALTAMIRANO,52,LAS MARGARITAS,94,RAFAEL RAMIREZ,RAFAEL RAMIREZ CASTAÑEDA,0,511,5,6,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0066T,NARCISO MENDOZA,76,SABANILLA,5,EL BEBEDERO,EL BEBEDERO,0,154,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0069Q,LA CORREGIDORA DE DOMINGUEZ,72,PUEBLO NUEVO SOLISTAHUACAN,54,RINCON CHAMULA,RINCON CHAMULA,0,10,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0070F,DR. MANUEL GAMIO,112,SAN JUAN CANCUC,5,CHILOLJA,CHILOLJA,0,717,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0071E,JULIO DE LA FUENTE,93,TENEJAPA,19,PACTETON,PACTETON,0,20,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0072D,MOISES SAENZ GARZA,59,OCOSINGO,416,OJO DE AGUA,OJO DE AGUA,0,252,12,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0073C,AQUILES SERDAN,14,EL BOSQUE,3,ALVARO OBREGON,ALVARO OBREGON,0,207,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0075A,JOSE SANTOS DEGOLLADO,93,TENEJAPA,9,CHIXTONTIC,CHIXTONTIC,0,6,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0076Z,CESAR AUGUSTO SANDINO,39,HUITIUPAN,15,SANTA CATARINA DE LAS PALMAS,SANTA CATARINA LAS PALMAS,0,71,15,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0077Z,DR. GONZALO AGUIRRE BELTRAN,31,CHILON,437,SAN MIGUEL CANXANIL,SAN MIGUEL CANXANIL,0,88,17,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XV,07DCC0080M,ROSARIO CASTELLANOS FIGUEROA,52,LAS MARGARITAS,89,LA PIEDAD,LA PIEDAD,0,502,5,6,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0081L,DOROTEO ARANGO,39,HUITIUPAN,39,LAZARO CARDENAS,LAZARO CARDENAS DEL RIO,0,71,15,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0082K,IGNACIO ALLENDE,39,HUITIUPAN,85,SOMBRA CARRIZAL,SOMBRA CARRIZAL,0,71,15,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0083J,SOR JUANA INES DE LA CRUZ,26,CHENALHO,70,CHOJOLHO,CHOJOLHO,0,10,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0084I,PRIMERO DE MAYO,13,BOCHIL,92,TIERRA COLORADA,TIERRA COLORADA,0,8,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0085H,BELISARIO DOMINGUEZ PALENCIA,22,CHALCHIHUITAN,19,EMILIANO ZAPATA,EMILIANO ZAPATA,0,19,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0086G,PRESIDENTE JUAREZ,93,TENEJAPA,30,YASHANAL,YASHANAL,0,5,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIII,07DCC0087F,RAFAEL RAMIREZ CASTAÑEDA,65,PALENQUE,1232,MARGARITA MAZA DE JUAREZ,MARGARITA MAZA DE JUAREZ,0,32,17,8,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION II,07DCC0091S,CUAUHTEMOC,61,OCOZOCOAUTLA DE ESPINOSA,683,NICOLAS BRAVO,NICOLAS BRAVO,0,802,8,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0092R,ANAHUAC,26,CHENALHO,51,TZABALHO,TZABALHO,0,10,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0093Q,VENUSTIANO CARRANZA,39,HUITIUPAN,154,NUEVA GENERACION EMILIANO ZAPATA,NUEVA GENERACION EMILIANO ZAPATA,0,71,15,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0094P,FRANCISCO INDALECIO MADERO,93,TENEJAPA,17,NAVIL,NAVENIDAIL,0,5,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION II,07DCC0096N,EMILIANO ZAPATA SALAZAR,61,OCOZOCOAUTLA DE ESPINOSA,630,FRANCISCO I. MADERO,FRANCISCO INDALECIO MADERO,0,803,8,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0097M,GUILLERMO PRIETO,56,MITONTIC,20,SUYALHO,SUYALHO,0,3,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0099K,VICENTE GUERRERO,93,TENEJAPA,39,CAÑADA GRANDE,LA CANADA,0,5,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0101I,NIÑOS HEROES,96,TILA,48,NUEVA ESPERANZA,NUEVA ESPERANZA,0,157,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0102H,DR. MANUEL GAMIO,73,RAYON,1,RAYON,COLONIA NUEVO ESQUINAUIPULAS GUAYABAL,0,15,4,3,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION III,07DCC0104F,EL AGRARISTA,92,TECPATAN,181,LAZARO CARDENAS,LAZARO CARDENAS DEL RIO,0,802,8,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0105E,ROSARIO CASTELLANOS FIGUEROA,96,TILA,4,ALVARO OBREGON,ALVARO OBREGON,0,152,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VIII,07DCC0106D,GREGORIO TORRES QUINTERO,25,CHAPULTENANGO,32,BUENOS AIRES,BUENOS AIRES,0,406,4,3,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0108B,LA LUZ DEL SABER,112,SAN JUAN CANCUC,2,BAQUELCHAN,BAQUELCHAN,0,35,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION II,07DCC0109A,SIERVO DE LA NACION,17,CINTALAPA,178,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,0,805,8,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0110Q,GUILLERMO PRIETO,93,TENEJAPA,18,OCOCH,OCOCH,0,5,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0111P,MARIA MONTESSORI,59,OCOSINGO,261,VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,0,718,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0113N,ERASTO URBINA GARCIA,4,ALTAMIRANO,78,EL TRIUNFO,EL TRIUNFO,0,716,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0114M,JOSEFA ORTIZ DE DOMINGUEZ,59,OCOSINGO,1141,LA LIBERTAD,LA LIBERTAD,0,32,17,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0115L,VICENTE SUAREZ,93,TENEJAPA,27,TZAJALCHEN,TZAJALCHEN,0,5,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0117J,MEXICO,4,ALTAMIRANO,1,ALTAMIRANO,ALTAMIRANO CABECERA MUNICIPAL,0,716,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0118I,DR. MANUEL GAMIO,59,OCOSINGO,54,LA CULEBRA,LA CULEBRA,0,252,12,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0121W,MARIA MONTESSORI,94,TEOPISCA,62,BETANIA,BETANIA,0,64,13,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION IV,07DCC0123U,NIÑO ARTILLERO,2,ACALA,119,NUEVO VICENTE GUERRERO (EL CHICHONAL),NUEVO VICENTE GUERRERO (EL CHICHONAL),0,351,13,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0124T,CUAUHTEMOC,31,CHILON,84,GUAQUITEPEC,GUAQUITEPEC,0,35,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION IV,07DCC0125S,FRANCISCO MARQUEZ,83,SOCOLTENANGO,51,ESTRELLA ROJA,ESTRELLA ROJA,0,352,13,6,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0126R,MARIA CURIE,31,CHILON,87,HORIZONTE AMAWITZ,HORIZONTE,0,111,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0127Q,TIERRA Y LIBERTAD,77,SALTO DE AGUA,30,ESTRELLA DE BELEN,ESTRELLA DE BELEN,0,91,9,8,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0129O,JOSE VASCONCELOS CALDERON,96,TILA,76,YOK POKITIOK,YOK POKITIOK,0,157,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0131C,COSIJOEZA,31,CHILON,360,NAZARETH,NAZARETH,0,108,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0132B,SALVADOR ALLENDE,31,CHILON,142,PATBAXIL,PATBAXIL,0,111,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0133A,SIMON BOLIVAR,31,CHILON,216,TACUBA NUEVA,TACUBA NUEVA,0,111,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0134Z,RUBEN DARIO,31,CHILON,387,TZAJALA,TZAJALA,0,107,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XV,07DCC0139V,12 DE OCTUBRE,99,LA TRINITARIA,472,JOSE CASTILLO TIELEMANS,JOSE CASTILLO TIELEMANS,0,501,5,6,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0140K,24 DE FEBRERO,112,SAN JUAN CANCUC,18,EL POZO,EL POZO,0,717,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0141J,CHIAPAS,31,CHILON,103,TZOBOJITLE JOTOAQUIL,TZOBOJITLE JOTOAQUIL,0,715,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0143H,AQUILES SERDAN,38,HUIXTAN,9,LA INDEPENDENCIA,LA INDEPENDENCIA,0,15,10,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0146E,VASCO DE QUIROGA,31,CHILON,90,SANTA ROSA,SANTA ROSA,0,35,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0147D,CUAUHTEMOC,31,CHILON,53,CHABAN,CHABAN,0,106,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0148C,MIGUEL MIRAMON,31,CHILON,287,XAXAJATIC,XAXAJATIC,0,113,1,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0149B,AGUSTIN MELGAR,96,TILA,1,TILA,TILA,0,53,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0150R,IGNACIO ZARAGOZA,96,TILA,92,VICENTE GUERRERO,VICENTE GUERRERO,0,158,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0151Q,JOSEFA ORTIZ DE DOMINGUEZ,96,TILA,16,CHEBOPA,CHEBOPA,0,158,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0152P,EL NIÑO ARTILLERO,100,TUMBALA,52,YEVALCHEN,YEVALCHEN,0,155,11,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0153O,EMILIANO ZAPATA SALAZAR,14,EL BOSQUE,16,CHABAJEBAL,CHABAJEBAL,0,202,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0154N,EL PROGRESO,81,SIMOJOVEL,130,UNION PUYUCUM,UNION PUYUCUM,0,9,16,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0155M,OVIDIO DECROLY,81,SIMOJOVEL,86,LUIS ESPINOSA,LUIS ESPINOSA,0,209,15,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0156L,5 DE MAYO,22,CHALCHIHUITAN,5,JOLTEALAL,JOLTEALAL,0,19,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0158J,JAIME NUNO,59,OCOSINGO,643,LAS TAZAS,LAS TAZAS,0,712,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0159I,MARIANO MATAMOROS,72,PUEBLO NUEVO SOLISTAHUACAN,76,SONORA,SONORA,0,10,2,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0164U,VASCO DE QUIROGA,59,OCOSINGO,494,LA ZARCA,LA ZARCA,0,709,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VII,07DCC0165T,JUAN ESCUTIA,81,SIMOJOVEL,125,EL PORVENIR,EL PORVENIR,0,208,15,7,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0167R,GUADALUPE VICTORIA,59,OCOSINGO,507,FRANCISCO VILLA,EJIDO FRANCISCO VILLA LA LAGUNA,0,259,12,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION V,07DCC0168Q,EMILIANO ZAPATA SALAZAR,66,PANTELHO,68,EL ROBLAR CHISHTONTIC,EL ROBLAR CHISHTONTIC,0,9,16,4,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIII,07DCC0169P,JUAN ALDAMA,65,PALENQUE,211,AUGUSTO GOMEZ VILLANUEVA,AUGUSTO GOMEZ VILLANUEVA,0,253,12,8,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIII,07DCC0170E,AGUSTIN MELGAR,65,PALENQUE,68,MEDELLIN 2DA. SECCION,MEDILLIN SEGUNDA SECCION II,0,88,17,8,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION IV,07DCC0174A,AGUSTIN YANEZ,106,VENUSTIANO CARRANZA,121,SAN LAZARO,SAN LAZARO,0,353,13,0,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0176Z,MVZ MARIO PEREZ RIVERA,59,OCOSINGO,871,SAN CARALAMPIO,SAN CARALAMPIO,0,705,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION VIII,07DCC0177Y,NIÑOS HEROES,43,IXTACOMITAN,1,IXTACOMITAN,COLONIA SAN MIGUEL,0,402,4,3,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XII,07DCC0179W,XICOTENCATL,59,OCOSINGO,575,EL CENSO,EL CENSO,0,705,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XIV,07DCC0180L,TENOCHTITLAN,31,CHILON,635,CHIQUINIVAL,CHIQUINIVAL,0,710,7,2,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
REGION XV,07DCC0181K,CUAUHTEMOC,52,LAS MARGARITAS,502,SAN BARTOLO,SAN BARTOLO,0,508,5,6,3,PREESCOLAR,PREESCOLAR INDIGENA FEDERAL TRANSFERIDO,,
